Channel Name,Order Count,TP,Avg TP,CP,Avg CP,Cont,Avg.Cont,Total CC,Avg CC,Date
music zone TAMIL,490,603543,1232,844710,1724,241168,492,110233,225,2021-01-27
K tv,216,113120,524,238984,1106,125864,583,48037,222,2021-01-27
Murasu TV,152,127881,841,204748,1347,76868,506,33303,219,2021-01-27
7s Music,50,58502,1170,82950,1659,24448,489,12600,252,2021-01-27
kalaignar,34,101900,2997,118966,3499,17066,502,9416,277,2021-01-27
Moon TV,17,10280,605,16983,999,6703,394,3435,202,2021-01-27
Tamil TV,17,23120,1360,33983,1999,10863,639,4683,275,2021-01-27
vaigai tv,17,8608,506,16983,999,8375,493,4284,252,2021-01-27
Thamizh Vision TV,11,30625,2784,36989,3363,6364,579,2340,213,2021-01-27
Our Website,9,8606,956,12591,1399,3985,443,1341,149,2021-01-27
Total,1013,1086185,1072,1607887,1587,521702,515,229672,227,2021-01-27
music zone TAMIL,625,537414,860,835475,1337,298061,477,131606,211,2021-01-28
Murasu TV,175,113350,648,192825,1102,79476,454,36083,206,2021-01-28
K tv,168,222735,1326,303732,1808,80997,482,42333,252,2021-01-28
7s Music,117,66318,567,116883,999,50565,432,25938,222,2021-01-28
Thamizh Vision TV,36,33038,918,38764,1077,5726,159,7165,199,2021-01-28
vaigai tv,28,24220,865,27972,999,3752,134,5725,204,2021-01-28
Moon TV,16,17493,1093,24984,1562,7491,468,3585,224,2021-01-28
kalaignar,14,8330,595,13986,999,5656,404,3136,224,2021-01-28
Tamil TV,12,6620,552,11688,974,5068,422,2838,237,2021-01-28
Our Website,5,4627,925,6595,1319,1968,394,745,149,2021-01-28
RTO - Reorder,5,3702,740,5995,1199,2294,459,1096,219,2021-01-28
Total,1201,1037847,864,1578899,1315,541052,451,260250,217,2021-01-28
music zone TAMIL,617,555284,900,842883,1366,287599,466,128614,208,2021-01-29
K tv,205,230304,1123,350495,1710,120191,586,52748,257,2021-01-29
kalaignar,23,23598,1026,36777,1599,13179,573,5927,258,2021-01-29
Our Website,3,3450,1150,4997,1666,1547,516,447,149,2021-01-29
RTO - Reorder,3,3101,1034,4497,1499,1396,465,897,299,2021-01-29
Total,851,815737,959,1239649,1457,423912,498,188633,222,2021-01-29
music zone TAMIL,626,552697,883,869774,1389,317077,507,140404,224,2021-01-30
K tv,165,495000,3000,577335,3499,82335,499,44387,269,2021-01-30
kalaignar,29,38280,1320,52171,1799,13891,479,6622,228,2021-01-30
Our Website,8,6306,788,9792,1224,3486,436,1442,180,2021-01-30
RTO - Reorder,1,590,590,899,899,309,309,99,99,2021-01-30
Total,829,1092873,1318,1509971,1821,417098,503,192954,233,2021-01-30
music zone TAMIL,857,787192,919,1209943,1412,422751,493,190034,222,2021-01-31
K tv,113,107576,952,169387,1499,61811,547,26792,237,2021-01-31
Puthu Yugam TV,42,49392,1176,67158,1599,17766,423,9659,230,2021-01-31
kalaignar,26,15860,610,25974,999,10114,389,5576,214,2021-01-31
Our Website,5,4971,994,8095,1619,3124,625,995,199,2021-01-31
RTO - Reorder,2,1146,573,1998,999,852,426,99,50,2021-01-31
Total,1045,966137,925,1482555,1419,516418,494,233155,223,2021-01-31
music zone TAMIL,536,603076,1125,896964,1673,293888,548,122038,228,2021-02-01
K tv,229,145975,637,273371,1194,127396,556,52427,229,2021-02-01
7s Music,125,82951,664,126375,1011,43424,347,28982,232,2021-02-01
kalaignar,27,41553,1539,53973,1999,12420,460,6523,242,2021-02-01
Our Website,3,2080,693,3497,1166,1417,472,597,199,2021-02-01
RTO - Reorder,2,675,338,1698,849,1023,512,199,100,2021-02-01
Total,922,876310,950,1355878,1471,479568,520,210766,229,2021-02-01
music zone TAMIL,545,608774,1117,904755,1660,295981,543,130673,240,2021-02-02
K tv,215,267353,1244,375585,1747,108232,503,54738,255,2021-02-02
7s Music,96,101276,1055,141504,1474,40228,419,23855,248,2021-02-02
kalaignar,25,15250,610,24975,999,9725,389,5825,233,2021-02-02
Our Website,3,2568,856,3997,1332,1429,476,597,199,2021-02-02
RTO - Reorder,1,1320,1320,1799,1799,479,479,299,299,2021-02-02
Total,885,996541,1126,1452615,1641,456074,515,215987,244,2021-02-02
music zone TAMIL,628,588244,937,894372,1424,306128,487,151083,241,2021-02-03
K tv,181,84950,469,192919,1066,107969,597,41172,227,2021-02-03
Murasu TV,117,108542,928,157083,1343,48541,415,26084,223,2021-02-03
7s Music,87,43962,505,86913,999,42951,494,20716,238,2021-02-03
kalaignar,27,18900,700,35073,1299,16173,599,7223,268,2021-02-03
Thamizh Vision TV,27,14470,536,22173,821,7703,285,3809,141,2021-02-03
Moon TV,25,22562,902,32175,1287,9613,385,6275,251,2021-02-03
Tamil TV,18,15444,858,17982,999,2538,141,4433,246,2021-02-03
SKy Gain,13,7735,595,12987,999,5252,404,2737,211,2021-02-03
vaigai tv,11,6710,610,10989,999,4279,389,2340,213,2021-02-03
Our Website,7,8814,1259,10993,1570,2179,311,1293,185,2021-02-03
RTO - Reorder,2,1261,631,1598,799,337,168,249,125,2021-02-03
Total,1143,921594,806,1475257,1291,553663,484,267414,234,2021-02-03
music zone TAMIL,573,447470,781,731727,1277,284257,496,129437,226,2021-02-04
K tv,238,570234,2396,711762,2991,141528,595,64314,270,2021-02-04
Murasu TV,158,138287,875,228342,1445,90055,570,38495,244,2021-02-04
7s Music,112,76424,682,117888,1053,41464,370,26388,236,2021-02-04
Moon TV,29,15576,537,28971,999,13395,462,6771,233,2021-02-04
Thamizh Vision TV,23,73600,3200,91977,3999,18377,799,6377,277,2021-02-04
vaigai tv,21,12495,595,20979,999,8484,404,4729,225,2021-02-04
kalaignar,20,11900,595,19980,999,8080,404,3932,197,2021-02-04
Tamil TV,13,6214,478,12987,999,6773,521,2188,168,2021-02-04
Our Website,4,3278,820,5096,1274,1818,455,796,199,2021-02-04
Total,1191,1355478,1138,1969709,1654,614231,516,283427,238,2021-02-04
music zone TAMIL,632,723332,1145,1045968,1655,322636,511,156053,247,2021-02-05
K tv,247,235520,954,371153,1503,135633,549,67616,274,2021-02-05
Murasu TV,121,91477,756,152079,1257,60602,501,28372,234,2021-02-05
7s Music,54,42902,794,64946,1203,22044,408,13340,247,2021-02-05
kalaignar,39,117000,3000,136461,3499,19461,499,11659,299,2021-02-05
vaigai tv,29,18850,650,28971,999,10121,349,7437,256,2021-02-05
Thamizh Vision TV,22,11550,525,17578,799,6028,274,4234,192,2021-02-05
Moon TV,14,15120,1080,21786,1556,6666,476,3439,246,2021-02-05
Tamil TV,10,13600,1360,19990,1999,6390,639,2739,274,2021-02-05
Our Website,3,2839,946,3997,1332,1158,386,547,182,2021-02-05
RTO - Reorder,1,551,551,999,999,448,448,260,260,2021-02-05
Total,1172,1272741,1086,1863928,1590,591187,504,295696,252,2021-02-05
music zone TAMIL,652,664169,1019,1013548,1555,349379,536,158348,243,2021-02-06
K tv,209,257848,1234,365691,1750,107843,516,56027,268,2021-02-06
Murasu TV,117,85030,727,151083,1291,66053,565,29976,256,2021-02-06
7s Music,97,75544,779,120203,1239,44659,460,23562,243,2021-02-06
Thamizh Vision TV,35,30030,858,34965,999,4935,141,8856,253,2021-02-06
kalaignar,21,26250,1250,41979,1999,15729,749,5784,275,2021-02-06
Moon TV,19,13908,732,24681,1299,10773,567,4954,261,2021-02-06
vaigai tv,19,16660,877,26181,1378,9521,501,4769,251,2021-02-06
Tamil TV,11,7107,646,9589,872,2482,226,2440,222,2021-02-06
Our Website,2,1620,810,2598,1299,978,489,348,174,2021-02-06
RTO - Reorder,1,1512,1512,1999,1999,487,487,199,199,2021-02-06
Total,1183,1179678,997,1792517,1515,612839,518,295263,250,2021-02-06
music zone TAMIL,785,825926,1052,1213815,1546,387889,494,188353,240,2021-02-07
K tv,347,252700,728,449553,1296,196853,567,91995,265,2021-02-07
7s Music,194,125186,645,193506,997,68320,352,48368,249,2021-02-07
Murasu TV,93,76716,825,125307,1347,48591,522,23620,254,2021-02-07
kalaignar,51,152700,2994,178449,3499,25749,505,14840,291,2021-02-07
Puthu Yugam TV,47,34404,732,61053,1299,26649,567,12180,259,2021-02-07
Moon TV,45,41028,912,58755,1306,17727,394,10420,232,2021-02-07
Tamil TV,32,34784,1087,38368,1199,3584,112,6740,211,2021-02-07
Thamizh Vision TV,31,37323,1204,41769,1347,4446,143,6620,214,2021-02-07
vaigai tv,27,17180,636,26973,999,9793,363,6120,227,2021-02-07
Our Website,12,9175,765,13888,1157,4713,393,2388,199,2021-02-07
YOUTUBE,1,1026,1026,1599,1599,573,573,260,260,2021-02-07
Total,1665,1608148,966,2403035,1443,794887,477,411904,247,2021-02-07
music zone TAMIL,613,632812,1032,930687,1518,297875,486,150917,246,2021-02-08
K tv,300,221369,738,371900,1240,150531,502,72738,242,2021-02-08
Murasu TV,74,80644,1090,117826,1592,37182,502,19800,268,2021-02-08
7s Music,52,27396,527,54948,1057,27552,530,12320,237,2021-02-08
Moon TV,28,19020,679,30972,1106,11952,427,6520,233,2021-02-08
Tamil TV,18,11457,637,18182,1010,6725,374,3960,220,2021-02-08
Thamizh Vision TV,17,22847,1344,33183,1952,10336,608,4160,245,2021-02-08
vaigai tv,16,11712,732,20784,1299,9072,567,4020,251,2021-02-08
kalaignar,15,10980,732,19485,1299,8505,567,3479,232,2021-02-08
Our Website,6,4679,780,7394,1232,2715,452,1144,191,2021-02-08
RTO - Reorder,2,1201,601,1998,999,797,398,380,190,2021-02-08
YOUTUBE,1,1539,1539,1999,1999,460,460,320,320,2021-02-08
Total,1142,1045656,916,1609358,1409,563702,494,279758,245,2021-02-08
music zone TAMIL,543,639313,1177,947457,1745,308144,567,136386,251,2021-02-09
K tv,218,183336,841,304782,1398,121446,557,55766,256,2021-02-09
Murasu TV,104,69214,666,115296,1109,46082,443,24149,232,2021-02-09
7s Music,97,63050,650,96903,999,33853,349,25080,259,2021-02-09
Moon TV,38,35746,941,50562,1331,14816,390,8700,229,2021-02-09
Thamizh Vision TV,32,34784,1087,38368,1199,3584,112,7479,234,2021-02-09
vaigai tv,19,12350,650,18981,999,6631,349,4760,251,2021-02-09
kalaignar,17,22440,1320,30583,1799,8143,479,4280,252,2021-02-09
Tamil TV,6,2868,478,5994,999,3126,521,1540,257,2021-02-09
Our Website,6,6239,1040,8594,1432,2355,393,945,158,2021-02-09
RTO - Reorder,1,551,551,999,999,448,448,60,60,2021-02-09
Total,1081,1069891,990,1618519,1497,548628,508,269145,249,2021-02-09
music zone TAMIL,504,578018,1147,853996,1694,275978,548,123958,246,2021-02-10
K tv,201,126919,631,239299,1191,112380,559,48398,241,2021-02-10
Murasu TV,99,85925,868,125901,1272,39976,404,23839,241,2021-02-10
7s Music,63,60932,967,93537,1485,32605,518,16539,263,2021-02-10
Thamizh Vision TV,43,39200,912,45957,1069,6757,157,9939,231,2021-02-10
kalaignar,38,71250,1875,94962,2499,23712,624,11080,292,2021-02-10
Moon TV,25,16250,650,24975,999,8725,349,5740,230,2021-02-10
Tamil TV,22,23914,1087,26378,1199,2464,112,5780,263,2021-02-10
vaigai tv,12,7140,595,11988,999,4848,404,3340,278,2021-02-10
Our Website,8,6731,841,10392,1299,3661,458,1542,193,2021-02-10
RTO - Reorder,1,732,732,1299,1299,567,567,260,260,2021-02-10
Total,1016,1017011,1001,1528684,1505,511673,504,250415,246,2021-02-10
music zone TAMIL,564,552780,980,820236,1454,267456,474,138519,246,2021-02-11
K tv,210,164043,781,288090,1372,124047,591,54179,258,2021-02-11
7s Music,100,64828,648,99900,999,35072,351,24439,244,2021-02-11
Murasu TV,90,62183,691,108710,1208,46528,517,21940,244,2021-02-11
kalaignar,24,13230,551,23976,999,10746,448,5380,224,2021-02-11
Moon TV,20,12520,626,19980,999,7460,373,4380,219,2021-02-11
Thamizh Vision TV,16,8400,525,12784,799,4384,274,3340,209,2021-02-11
vaigai tv,15,9750,650,14985,999,5235,349,3400,227,2021-02-11
Tamil TV,10,13600,1360,19990,1999,6390,639,2860,286,2021-02-11
Our Website,4,3840,960,4996,1249,1156,289,696,174,2021-02-11
Total,1053,905174,860,1413647,1342,508473,483,259133,246,2021-02-11
music zone TAMIL,623,556470,893,855377,1373,298908,480,146098,235,2021-02-12
K tv,206,191201,928,286594,1391,95393,463,53187,258,2021-02-12
Murasu TV,81,71652,885,109819,1356,38167,471,19939,246,2021-02-12
7s Music,72,45920,638,71928,999,26008,361,16520,229,2021-02-12
Thamizh Vision TV,34,36958,1087,40766,1199,3808,112,6660,196,2021-02-12
Tamil TV,22,23914,1087,26378,1199,2464,112,5320,242,2021-02-12
kalaignar,19,57000,3000,66481,3499,9481,499,5840,307,2021-02-12
Moon TV,17,16836,990,23583,1387,6747,397,4560,268,2021-02-12
vaigai tv,11,7430,675,13989,1272,6559,596,2539,231,2021-02-12
Our Website,4,2987,747,4596,1149,1610,402,796,199,2021-02-12
Total,1089,1010368,928,1499511,1377,489143,449,261459,240,2021-02-12
music zone TAMIL,658,641407,975,973142,1479,331736,504,156124,237,2021-02-13
7s Music,119,77405,650,118881,999,41476,349,29160,245,2021-02-13
Murasu TV,99,74531,753,120901,1221,46370,468,22740,230,2021-02-13
K tv,85,81656,961,128015,1506,46359,545,22180,261,2021-02-13
kalaignar,25,38475,1539,49975,1999,11500,460,6539,262,2021-02-13
vaigai tv,25,21625,865,24975,999,3350,134,5500,220,2021-02-13
Moon TV,24,13188,550,23976,999,10788,450,5759,240,2021-02-13
Thamizh Vision TV,17,47832,2814,59383,3493,11551,679,4289,252,2021-02-13
Tamil TV,14,9314,665,14386,1028,5072,362,3100,221,2021-02-13
Our Website,7,6328,904,9293,1328,2965,424,1243,178,2021-02-13
Total,1073,1011761,943,1522927,1419,511166,476,256634,239,2021-02-13
music zone TAMIL,661,699420,1058,1056739,1599,357320,541,155991,236,2021-02-14
airtel dth,531,479296,903,735369,1385,256073,482,125415,236,2021-02-14
K tv,98,66744,681,127302,1299,60558,618,24959,255,2021-02-14
7s Music,91,46816,514,94409,1037,47593,523,22539,248,2021-02-14
Murasu TV,80,82268,1028,130520,1632,48252,603,20339,254,2021-02-14
Moon TV,54,48601,900,69546,1288,20945,388,13000,241,2021-02-14
Thamizh Vision TV,48,41843,872,49152,1024,7309,152,11359,237,2021-02-14
Puthu Yugam TV,33,31416,952,49467,1499,18051,547,8100,245,2021-02-14
kalaignar,24,31831,1326,46976,1957,15145,631,6900,288,2021-02-14
Tamil TV,17,8126,478,16983,999,8857,521,4000,235,2021-02-14
vaigai tv,11,9900,900,16489,1499,6589,599,2680,244,2021-02-14
Our Website,5,4475,895,6595,1319,2120,424,995,199,2021-02-14
Total,1653,1550736,938,2399547,1452,848811,513,396277,240,2021-02-14
music zone TAMIL,510,544686,1068,775890,1521,231204,453,119639,235,2021-02-15
K tv,125,61168,489,135675,1085,74507,596,29000,232,2021-02-15
7s Music,59,38350,650,58941,999,20591,349,14739,250,2021-02-15
Murasu TV,58,38781,669,65142,1123,26361,455,12900,222,2021-02-15
kalaignar,33,21450,650,32967,999,11517,349,8160,247,2021-02-15
Thamizh Vision TV,21,22265,1060,24779,1180,2514,120,4160,198,2021-02-15
Moon TV,17,9176,540,17583,1034,8407,495,3900,229,2021-02-15
vaigai tv,13,8450,650,12987,999,4537,349,2920,225,2021-02-15
Tamil TV,11,6950,632,11289,1026,4339,394,2859,260,2021-02-15
Our Website,6,5082,847,7994,1332,2912,485,1194,199,2021-02-15
RTO - Reorder,3,6902,2301,8997,2999,2095,698,600,200,2021-02-15
YOUTUBE,1,840,840,999,999,159,159,320,320,2021-02-15
Total,857,764100,892,1153243,1346,389143,454,200391,234,2021-02-15
music zone TAMIL,604,589176,975,857096,1419,267920,444,140995,233,2021-02-16
K tv,225,492528,2189,609275,2708,116747,519,62520,278,2021-02-16
Murasu TV,102,63694,624,101898,999,38204,375,23040,226,2021-02-16
7s Music,90,93733,1041,132510,1472,38777,431,21799,242,2021-02-16
Moon TV,29,27669,954,39171,1351,11502,397,6500,224,2021-02-16
Tamil TV,27,23274,862,27273,1010,3999,148,6380,236,2021-02-16
Thamizh Vision TV,19,11640,613,16181,852,4541,239,3960,208,2021-02-16
kalaignar,19,23750,1250,37981,1999,14231,749,5120,269,2021-02-16
Our Website,2,2412,1206,3298,1649,886,443,348,174,2021-02-16
RTO - Reorder,1,1539,1539,1999,1999,460,460,360,360,2021-02-16
Total,1118,1329415,1189,1826682,1634,497267,445,271022,242,2021-02-16
music zone TAMIL,542,664539,1226,943058,1740,278520,514,127333,235,2021-02-17
K tv,225,249729,1110,353275,1570,103546,460,55709,248,2021-02-17
7s Music,80,63612,795,100420,1255,36808,460,19600,245,2021-02-17
Murasu TV,56,42063,751,69844,1247,27781,496,13120,234,2021-02-17
Moon TV,22,13695,623,21978,999,8283,377,5440,247,2021-02-17
kalaignar,18,10710,595,17982,999,7272,404,3680,204,2021-02-17
RTO - Reorder,17,13645,803,21683,1275,8039,473,3900,229,2021-02-17
Thamizh Vision TV,16,21760,1360,31984,1999,10224,639,4800,300,2021-02-17
Tamil TV,7,4270,610,6993,999,2723,389,1680,240,2021-02-17
Our Website,6,4684,781,7094,1182,2411,402,1194,199,2021-02-17
Total,989,1088707,1101,1574311,1592,485604,491,236456,239,2021-02-17
music zone TAMIL,499,578946,1160,839001,1681,260055,521,119819,240,2021-02-18
K tv,210,417008,1986,526790,2509,109782,523,54999,262,2021-02-18
Murasu TV,87,72708,836,111913,1286,39206,451,20240,233,2021-02-18
7s Music,76,40284,530,75924,999,35640,469,18419,242,2021-02-18
Thamizh Vision TV,26,28262,1087,31174,1199,2912,112,5540,213,2021-02-18
Moon TV,21,19435,925,28779,1370,9344,445,4639,221,2021-02-18
kalaignar,15,15390,1026,23985,1599,8595,573,3940,263,2021-02-18
Tamil TV,11,11957,1087,13189,1199,1232,112,2520,229,2021-02-18
Our Website,5,4528,906,6795,1359,2268,454,945,189,2021-02-18
RTO - Reorder,1,80,80,699,699,619,619,260,260,2021-02-18
Total,951,1188598,1250,1658249,1744,469651,494,231321,243,2021-02-18
music zone TAMIL,581,623216,1073,888919,1530,265704,457,136356,235,2021-02-19
K tv,164,122499,747,212036,1293,89537,546,39298,240,2021-02-19
7s Music,124,74258,599,130876,1055,56618,457,30880,249,2021-02-19
Murasu TV,96,74946,781,120704,1257,45758,477,21879,228,2021-02-19
Thamizh Vision TV,32,27438,857,31968,999,4530,142,7420,232,2021-02-19
kalaignar,22,66000,3000,76978,3499,10978,499,6180,281,2021-02-19
Moon TV,22,13860,630,21978,999,8118,369,4660,212,2021-02-19
Our Website,6,3889,648,5794,966,1906,318,1194,199,2021-02-19
Tamil TV,5,6527,1305,9195,1839,2668,534,1260,252,2021-02-19
RTO - Reorder,2,1727,864,2598,1299,871,435,580,290,2021-02-19
Total,1054,1014360,962,1501046,1424,486686,462,249707,237,2021-02-19
music zone TAMIL,1012,922052,911,1242188,1227,320136,316,231174,228,2021-02-20
K tv,191,425432,2227,536309,2808,110877,581,50519,264,2021-02-20
7s Music,144,110808,770,170256,1182,59448,413,33478,232,2021-02-20
Murasu TV,80,97778,1222,146720,1834,48942,612,20580,257,2021-02-20
Moon TV,31,18258,589,30969,999,12711,410,7600,245,2021-02-20
kalaignar,23,19104,831,32077,1395,12973,564,5900,257,2021-02-20
Tamil TV,16,9520,595,15984,999,6464,404,3840,240,2021-02-20
Our Website,5,5154,1031,7595,1519,2441,488,995,199,2021-02-20
RTO - Reorder,1,478,478,999,999,521,521,220,220,2021-02-20
Total,1503,1608584,1070,2183097,1452,574513,382,354306,236,2021-02-20
music zone TAMIL,765,747177,977,1066135,1394,318959,417,177440,232,2021-02-21
K tv,251,202535,807,322949,1287,120414,480,59877,239,2021-02-21
7s Music,127,85514,673,145373,1145,59859,471,29999,236,2021-02-21
Murasu TV,100,119173,1192,165400,1654,46227,462,25580,256,2021-02-21
Puthu Yugam TV,47,28670,610,46953,999,18283,389,10500,223,2021-02-21
Moon TV,40,37715,943,54160,1354,16445,411,9620,241,2021-02-21
Tamil TV,28,30436,1087,33572,1199,3136,112,6679,239,2021-02-21
kalaignar,22,27500,1250,43978,1999,16478,749,5940,270,2021-02-21
Total,1380,1278720,927,1878520,1361,599800,435,325635,236,2021-02-21
music zone TAMIL,533,522931,981,764467,1434,241536,453,118878,223,2021-02-22
K tv,170,199524,1174,286630,1686,87106,512,44359,261,2021-02-22
7s Music,81,49546,612,87319,1078,37773,466,18199,225,2021-02-22
Murasu TV,32,19040,595,31968,999,12928,404,6880,215,2021-02-22
kalaignar,24,45000,1875,59976,2499,14976,624,6420,268,2021-02-22
Our Website,12,10024,835,14788,1232,4764,397,2388,199,2021-02-22
Moon TV,9,5700,633,10491,1166,4791,532,2180,242,2021-02-22
Tamil TV,8,4433,554,8192,1024,3759,470,1880,235,2021-02-22
RTO - Reorder,2,2144,1072,2998,1499,854,427,320,160,2021-02-22
Total,871,858342,985,1266829,1454,408487,469,201504,231,2021-02-22
music zone TAMIL,551,587136,1066,859749,1560,272613,495,126105,229,2021-02-23
K tv,151,369380,2446,444149,2941,74769,495,42118,279,2021-02-23
7s Music,99,55106,557,98901,999,43795,442,21980,222,2021-02-23
Murasu TV,28,15523,554,27972,999,12450,445,5400,193,2021-02-23
kalaignar,15,23085,1539,29985,1999,6900,460,4180,279,2021-02-23
Moon TV,14,15044,1075,21486,1535,6442,460,3760,269,2021-02-23
Tamil TV,14,19040,1360,27986,1999,8946,639,3380,241,2021-02-23
Our Website,3,3314,1105,4397,1466,1083,361,497,166,2021-02-23
Total,875,1087628,1243,1514625,1731,426997,488,207420,237,2021-02-23
music zone TAMIL,521,533311,1024,803279,1542,269969,518,118178,227,2021-02-24
K tv,149,250512,1681,359351,2412,108839,730,40100,269,2021-02-24
7s Music,117,105483,902,158883,1358,53400,456,28919,247,2021-02-24
Murasu TV,47,27095,576,46653,993,19558,416,9938,211,2021-02-24
kalaignar,36,25153,699,37964,1055,12811,356,8780,244,2021-02-24
Moon TV,20,11968,598,19980,999,8012,401,4040,202,2021-02-24
Tamil TV,16,17392,1087,19184,1199,1792,112,3320,208,2021-02-24
Our Website,3,1615,538,2997,999,1382,461,597,199,2021-02-24
RTO - Reorder,2,5100,2550,6998,3499,1898,949,580,290,2021-02-24
Total,911,977629,1073,1455289,1597,477660,524,214452,235,2021-02-24
music zone TAMIL,444,555224,1251,803156,1809,247932,558,107039,241,2021-02-25
K tv,207,349950,1691,439293,2122,89343,432,52298,253,2021-02-25
7s Music,101,96351,954,137499,1361,41148,407,23360,231,2021-02-25
Murasu TV,45,42996,955,68155,1515,25159,559,10580,235,2021-02-25
kalaignar,19,18088,952,28481,1499,10393,547,4780,252,2021-02-25
Tamil TV,18,11700,650,17982,999,6282,349,4400,244,2021-02-25
Moon TV,17,16030,943,22983,1352,6953,409,4400,259,2021-02-25
Our Website,7,10678,1525,14293,2042,3615,516,1343,192,2021-02-25
RTO - Reorder,1,1539,1539,1999,1999,460,460,260,260,2021-02-25
Total,859,1102556,1284,1533841,1786,431285,502,208460,243,2021-02-25
music zone TAMIL,486,592132,1218,861814,1773,269682,555,117876,243,2021-02-26
K tv,195,59485,305,164905,846,105420,541,44779,230,2021-02-26
7s Music,119,91715,771,141381,1188,49666,417,28619,240,2021-02-26
Murasu TV,36,2870,80,25164,699,22294,619,8060,224,2021-02-26
kalaignar,32,96000,3000,111968,3499,15968,499,9160,286,2021-02-26
Moon TV,27,16050,594,26973,999,10923,405,6120,227,2021-02-26
RTO - Reorder,15,16390,1093,23085,1539,6695,446,3720,248,2021-02-26
Tamil TV,14,8540,610,13986,999,5446,389,2740,196,2021-02-26
Our Website,4,9597,2399,12296,3074,2699,675,796,199,2021-02-26
Total,928,892779,962,1381572,1489,488793,527,221870,239,2021-02-26
music zone TAMIL,547,642121,1174,930353,1701,288232,527,131798,241,2021-02-27
K tv,130,80185,617,129270,994,49085,378,31358,241,2021-02-27
7s Music,120,111772,931,166680,1389,54908,458,28880,241,2021-02-27
Tamil TV,44,36974,840,43656,992,6682,152,10240,233,2021-02-27
Murasu TV,32,96000,3000,111968,3499,15968,499,8740,273,2021-02-27
kalaignar,21,21546,1026,33579,1599,12033,573,5500,262,2021-02-27
Moon TV,14,10115,723,16486,1178,6371,455,3279,234,2021-02-27
RTO - Reorder,13,19093,1469,24487,1884,5394,415,3300,254,2021-02-27
Our Website,2,1967,984,2998,1499,1031,516,348,174,2021-02-27
YOUTUBE,1,599,599,799,799,201,201,160,160,2021-02-27
Total,924,1020372,1104,1460276,1580,439904,476,223603,242,2021-02-27
music zone TAMIL,735,851934,1159,1213565,1651,361631,492,176134,240,2021-02-28
7s Music,176,129189,734,199224,1132,70035,398,43495,247,2021-02-28
K tv,108,156387,1448,213592,1978,57205,530,28500,264,2021-02-28
Moon TV,57,51301,900,78443,1376,27142,476,13500,237,2021-02-28
Puthu Yugam TV,48,30000,625,47952,999,17952,374,11969,249,2021-02-28
Tamil TV,47,50612,1077,56153,1195,5541,118,10359,220,2021-02-28
Murasu TV,31,29512,952,46469,1499,16957,547,7359,237,2021-02-28
kalaignar,27,26291,974,40973,1518,14682,544,6580,244,2021-02-28
Our Website,3,2618,873,3597,1199,979,326,547,182,2021-02-28
RTO - Reorder,2,1465,733,1998,999,533,267,380,190,2021-02-28
Total,1234,1329309,1077,1901966,1541,572657,464,298823,242,2021-02-28
music zone TAMIL,493,616729,1251,868807,1762,252078,511,118754,241,2021-03-01
K tv,162,126929,784,205038,1266,78109,482,40419,250,2021-03-01
Murasu TV,44,24255,551,43956,999,19701,448,10160,231,2021-03-01
kalaignar,37,111000,3000,129463,3499,18463,499,10620,287,2021-03-01
Tamil TV,22,13090,595,21978,999,8888,404,5380,245,2021-03-01
Moon TV,17,11087,652,17183,1011,6096,359,4220,248,2021-03-01
Our Website,4,5794,1449,7996,1999,2202,551,646,162,2021-03-01
Total,779,908884,1167,1294421,1662,385537,495,190199,244,2021-03-01
music zone TAMIL,672,626120,932,926628,1379,300508,447,154812,230,2021-03-02
K tv,177,348085,1967,476323,2691,128238,725,48257,273,2021-03-02
Murasu TV,47,70358,1497,91953,1956,21596,459,12699,270,2021-03-02
kalaignar,40,26000,650,39960,999,13960,349,9807,245,2021-03-02
Moon TV,26,27914,1074,39174,1507,11260,433,6600,254,2021-03-02
Tamil TV,14,8540,610,13986,999,5446,389,2360,169,2021-03-02
Our Website,5,5422,1084,7595,1519,2173,435,1056,211,2021-03-02
RTO - Reorder,2,1904,952,2998,1499,1094,547,420,210,2021-03-02
Total,983,1114343,1134,1598617,1626,484274,493,236011,240,2021-03-02
music zone TAMIL,556,606416,1091,899944,1619,293528,528,130877,235,2021-03-03
K tv,256,238065,930,340744,1331,102679,401,62938,246,2021-03-03
7s Music,102,77397,759,133398,1308,56001,549,23679,232,2021-03-03
Murasu TV,51,48552,952,76449,1499,27897,547,11920,234,2021-03-03
kalaignar,29,86900,2997,101471,3499,14571,502,7980,275,2021-03-03
tune six,16,8900,556,15984,999,7084,443,3719,232,2021-03-03
Tamil TV,15,20400,1360,29985,1999,9585,639,4520,301,2021-03-03
Moon TV,13,12432,956,20187,1553,7755,597,3560,274,2021-03-03
RTO - Reorder,7,5706,815,8193,1170,2487,355,1240,177,2021-03-03
Our Website,4,3345,836,4996,1249,1651,413,696,174,2021-03-03
Total,1049,1108113,1056,1631351,1555,523238,499,251129,239,2021-03-03
music zone TAMIL,574,622340,1084,907426,1581,285086,497,133518,233,2021-03-04
K tv,223,274600,1231,392777,1761,118177,530,55877,251,2021-03-04
7s Music,121,123784,1023,179879,1487,56095,464,30220,250,2021-03-04
Murasu TV,49,48020,980,68551,1399,20531,419,11700,239,2021-03-04
kalaignar,21,28560,1360,41979,1999,13419,639,6120,291,2021-03-04
Moon TV,21,20288,966,28779,1370,8491,404,5259,250,2021-03-04
